0.255104,-12,5.728296875,209.0416667
0.255104,-10,6.09582,216.4583333
0.255104,-8,6.737755625,231.5833333
0.255104,-6,7.111586979,232.7083333
0.255104,-4,6.832763542,232.875
0.255104,-2,6.191537188,227.3125
0.255104,0,5.509005938,219.8125
0.255104,2,4.984802083,211.8125
0.255104,4,4.25126,181.4375
0.255104,6,3.330811563,160.6875
0.255104,8,2.2234608,149.56292
0.255104,10,0.9292,148.063
1.07187,-12,21.0764538,373.9375
1.07187,-10,22.86416021,404.2291667
1.07187,-8,26.19293906,414.2083333
1.07187,-6,27.27050344,426.7083333
1.07187,-4,29.51191458,437.2916667
1.07187,-2,28.65007682,436.4791667
1.07187,0,29.26260458,433.7083333
1.07187,2,27.48662365,415.4166667
1.07187,4,24.33247625,388.5
1.07187,6,19.68500417,349.3333333
1.07187,8,14.6815825,315.5833333
1.07187,10,12.93781448,314.625
0.113254,-12,2.530084375,129.2916667
0.113254,-10,2.968512969,141.9166667
0.113254,-8,2.987813125,140.5
0.113254,-6,3.336572188,144.625
0.113254,-4,3.91911,155.5416667
0.113254,-2,3.996248594,154.125
0.113254,0,3.631760781,147.0833333
0.113254,2,3.379920469,144.4583333
0.113254,4,2.702322917,129.5416667
0.113254,6,1.598966,102.33296
0.113254,8,0.0698528,62.83292
0.113254,10,-1.885018,11.0412
